frame,2021-07-14_enterprise-keeps-going-c170,2020-09-15-Reefer-stuck-c157,2021-06-23_semi-fairing-c168,2021-10-14_roof-peeled-c172,2021-10-21_semi-c173,2021-07-12_bump-c169,2020-02-21_Penske-scrapes-roof-in-snow-c154,2022-06-14_Penske-left-turn-c176,2021-04-09_lowes-roof-scrape-c166,2019-12-19_Lost-cargo-evening-light-c152,2021-04-07_Penske-stuck-train-c164,2021-03-31_Crane-stuck-c161,2019-10-03_Digger-hits-bridge-c148,2021-04-09_reefer-splatter-crash-c165,2021-07-29_roof-peeled-stuck-c171,2020-09-22_RV-fast-night-crash-c158,2020-03-20_truck-scrapes-roof-c155,2019-09-19_Truck-turns-right-c149,2021-03-31-RV-slow-AC-removal-c162,2020-05-14-truck-scrapes-roof-c156,2020-01-03_Penske-scrapes-roof-c153,2020-11-13_stuck-fairing_c160,2022-04-26_slow_camper-c175
10,0.9993957357470246,0.9998368359543828,0.99174848502968,0.9995489495890056,0.996033734691382,0.9943189342723664,0.9996410546554778,0.9960822386581594,0.9996978963965718,0.9998056833782472,0.9988996218396244,0.999817654034446,0.9996548946078712,0.9997313190189692,0.9999000696077543,0.9957543303303944,0.999933095218911,0.996336586325906,0.9996806560317304,0.999698496418635,0.9970212052204886,0.9995515452631616,0.99981523717494
11,0.9997086877229218,0.999878794469613,0.9914936977360804,0.9996779975416225,0.9987676105448294,0.9938511853178326,0.9997986845858432,0.994400223681736,0.9998688602647936,0.9997960991039214,0.997759448232432,0.9993678623568104,0.9996008371795534,0.9998098131058528,0.9998013015597192,0.9942327458473535,0.9998433354793006,0.9987321569502255,0.9998165902373805,0.999577568663704,0.9976605764486224,0.9997019522663994,0.9996764573706148
12,0.9996842645338422,0.9998067023642913,0.99267867506091,0.9996854530333348,0.9989003427501394,0.9965246785775098,0.9996015907647084,0.9935392398134884,0.9998592192309688,0.999731716095926,0.9985956714821468,0.9993700386936712,0.999550528488857,0.9995713497898988,0.999759896572872,0.9935642600109958,0.9999169444798892,0.9987076252417154,0.999860431436744,0.9997109570768896,0.9967116124695632,0.999782240026918,0.999736092313938
13,0.9997798708849402,0.9995455145416516,0.9924336475734424,0.999750672067496,0.998074398730424,0.9920631371673786,0.999409588860552,0.990800562178344,0.9997935405274492,0.9995663634580668,0.9987589593063632,0.9971637198481372,0.9997976610630762,0.9998106979471768,0.9998607721219972,0.9926662580656602,0.9998607056846534,0.9978455248580134,0.9996155097676388,0.9996831981049324,0.9981874454935304,0.9996860501397044,0.9997915067689408
14,0.999664587637679,0.9997004131289108,0.991936471009318,0.9996524995959268,0.9989952807965324,0.9955663360379624,0.9997065378385992,0.9940597571243778,0.9997801931831176,0.999705113612427,0.9986752259146068,0.99562713035502,0.9996746210914544,0.9998298739638728,0.9997482028575324,0.9925693315144164,0.9999290217313952,0.99830164332521,0.9997873116692508,0.9990611337569214,0.9983108235167436,0.999649579787281,0.9997469069058612
15,0.9993923817958188,0.9997668515797994,0.98461794598456,0.9997661700220044,0.9978785910476858,0.9949239454777772,0.9991407350529804,0.9950450862539814,0.9999020700708702,0.9997513205169972,0.99796334692011,0.997816238256478,0.9997491988238756,0.9997956995476732,0.9997784794578188,0.996275031211559,0.9999319196377392,0.9983822092894776,0.999838421320513,0.9993608037719288,0.9982306831350246,0.9996313305706396,0.9999097489108648
16,0.9996804345247744,0.9997180788167056,0.9818602703384904,0.9997010608067544,0.9973628897390624,0.9979887061981702,0.999595318188486,0.9932533794634568,0.9997115537259004,0.999841220789104,0.9997971532728526,0.9935129337227728,0.9995959806357226,0.999839450232516,0.9998509691860096,0.9950790495961974,0.9998307174306866,0.9965980958895938,0.999860067025916,0.9995306477009892,0.9978073553116084,0.999754650876895,0.9997233361986856
17,0.9996629790344276,0.9996865782448622,0.9873153085824372,0.999597883625622,0.9975581824956318,0.9992727165465628,0.9997065480209668,0.9907508034652054,0.9998763496826002,0.9997032708565048,0.9997944999079058,0.9958815650683102,0.9993814245677928,0.999825066479032,0.9997673753832996,0.9967277152920432,0.999915678526139,0.9949905156246148,0.999778915184834,0.9995732541017208,0.9958431598761486,0.9995139436813626,0.9998235158985858
18,0.9996376452446162,0.9996624671918212,0.9905914517717326,0.9996869692708098,0.9967000418351792,0.9993820654777844,0.9995768432960777,0.9912051329364748,0.9996403003426808,0.999732175651196,0.9998659059738362,0.9960178048086888,0.99973947895817,0.999908604710183,0.999853187199856,0.9972903297637312,0.9998506196912934,0.994839443626406,0.9998598438436824,0.999688766692941,0.997438112531595,0.999573763482038,0.9998265688330508
19,0.9997183561859142,0.9998477012658769,0.997177152142896,0.9996908110448582,0.9973159434215848,0.9995986192838776,0.9995549860988684,0.991403883580719,0.9997297249012764,0.9997624979675556,0.9998247996057904,0.9951987694900256,0.9995596671389784,0.9999281007560636,0.999834097612445,0.9974132737899772,0.9998980853631,0.9955862351874766,0.9998597575284596,0.9994098093684488,0.9965527192609036,0.999696664777196,0.9999325896486138
20,0.9996410704912884,0.9998889464848296,0.9964792009077924,0.9997993082363732,0.997876365880632,0.9994420613587228,0.9997109494897372,0.9908643046092144,0.9998329590725352,0.9997175761177792,0.9998567843547757,0.9945466041339052,0.9995619092515023,0.9999169333195418,0.9998757124044888,0.9980159632442088,0.9998981005106762,0.9956470184263988,0.9998289564699508,0.999525598750829,0.9968854071644486,0.9998241403055862,0.9997490875891184
21,0.9995944717578542,0.999707918179924,0.9935335154566968,0.9997390989562248,0.9972418466092856,0.998705765538738,0.9996714562115856,0.9926765830522548,0.9999003796896688,0.999743425844736,0.9998346792228396,0.9981438458567876,0.9995622391755492,0.9998836026253944,0.9999314141377754,0.996000609400737,0.9999164409950838,0.9959030320069868,0.9998676692798666,0.9995910985080002,0.9979094074676668,0.9996484952557844,0.9997895319491334
22,0.9997132249699572,0.9998830282708336,0.9969016527684474,0.99977315311264,0.9970194288391602,0.9993751400304416,0.999704213869001,0.9905386267906988,0.9999602679731284,0.9999059948899346,0.9995870355244416,0.9936826791832803,0.9995834850049172,0.9999020703752312,0.9999197881022432,0.9903906810693078,0.9998842413580206,0.996674267338868,0.9998247910939252,0.9993127987884104,0.9963756786531142,0.9996163448079868,0.9996883628169916
23,0.9996950895192764,0.9997862395631584,0.9964338659825036,0.9996960360785826,0.996980983296171,0.9990269665316208,0.999481259107376,0.9922710446172052,0.9998803331486148,0.9994580976683182,0.9998182701708196,0.9919867818819702,0.9996303089636632,0.9998612557056726,0.9999455228186624,0.9959798382981484,0.9998972418416598,0.996739470164799,0.999863699887698,0.9995300275243976,0.9976417685293608,0.9997114334949462,0.9998030919830994
24,0.999627410943977,0.9998622036814074,0.998754563821002,0.9997685342617076,0.9963687172315424,0.9995903661513156,0.9997088729914756,0.9926881147801462,0.999921088229519,0.9998025013001972,0.9998469639336882,0.993535160363802,0.9996604791575446,0.9997884006006322,0.9999067857073812,0.9847164108891208,0.9998969458958632,0.9971915932579482,0.9998691966927442,0.9994568624987482,0.9979304552176412,0.9997044862669324,0.9997873624256356
25,0.9996619885976292,0.999819426010534,0.9985666814340556,0.9997259490588364,0.9974218167111364,0.999657842645732,0.9997756391082148,0.9926452523417112,0.9999780521543729,0.999691455236711,0.9996314092519548,0.996353875630856,0.999616746233489,0.9998362512882956,0.9999024465375436,0.9961829199677976,0.999835211109626,0.9973651397086069,0.99978475145533,0.9991133588303146,0.997641390692697,0.9996919395549244,0.9998343001783748
26,0.9996874718436906,0.9997502989825356,0.9975005057326496,0.9997682584589502,0.9983379811640186,0.9991304327739816,0.9995409227623564,0.9859077772944068,0.9999537746949634,0.999693586934996,0.999567213463928,0.9973850473786152,0.999596998228693,0.9998797313018012,0.999930044402947,0.9977144245629838,0.9998555530924812,0.997249461975012,0.999725658348424,0.999533977965287,0.9972063084099644,0.99964428003213,0.9998333332234338
27,0.9995816492488688,0.9997724594842828,0.9975578445960296,0.9997343405518871,0.998594282603662,0.9991345791606387,0.9997166017214448,0.9931732141807555,0.9998881430605808,0.99960367990843,0.9998146569300268,0.9973596214647052,0.999531770424546,0.9998405804027842,0.9999056339098028,0.9981775951106678,0.9997841802658352,0.9969095831558968,0.9997848514461808,0.9995624184733144,0.9970777667731217,0.9997057021499692,0.9997534292673548
28,0.9995295782124772,0.9996278697953024,0.9879728332464262,0.99959637641221,0.9988033646776204,0.9996909045545324,0.9997529348286904,0.9945876431722326,0.9999608184811064,0.9997649806485488,0.9998534365589684,0.9967084948101133,0.9994376107741764,0.9997853379157692,0.9997884701308212,0.9981639766293678,0.999835089179869,0.9971700221734058,0.999801325313658,0.9992260388045204,0.9978918168570218,0.9997842597551664,0.9997076941562838
29,0.9995553098332328,0.999717463568864,0.9959744248260854,0.9996056238174038,0.9981588397397584,0.9995249771691596,0.9998333549944196,0.9932016632801576,0.9999258090166656,0.9997722651824872,0.9998752798390984,0.9907791225980748,0.9996066835256212,0.9997356581300548,0.999869450629571,0.9960655043204708,0.9992613161640808,0.9972190625898172,0.9999214959115088,0.9993985466159416,0.9983836372100476,0.9997876080463994,0.9997771165392102
30,0.9937385141889888,0.9844811354865338,0.9834054710843236,0.9880618250943228,0.98310346515644,0.9817336434294496,0.98630426954664,0.9845099799524468,0.9836126605557246,0.9942635656575513,0.984802246499918,0.9840996825478427,0.9920865748306094,0.982520770449558,0.9913806850250804,0.9735075507113232,0.9816489931216532,0.9837556262924108,0.9896531345529236,0.9875336152479326,0.9871085159683828,0.9906148687970654,0.9882020710416616
31,0.9996945966027154,0.9995704644618428,0.9997542951596656,0.9996919555705764,0.99889234923562,0.9996311903315768,0.9997274924992996,0.9954257044331954,0.9998117997355842,0.9996145169275784,0.999649679148336,0.9975993106581158,0.9997103193484614,0.999840647400053,0.9997050256265966,0.9981774832249124,0.9968773149223318,0.9974255228417696,0.9998309546595866,0.999628083481617,0.9980194458282492,0.999669281711686,0.9998274276505228
32,0.9996225108278806,0.9996515130749848,0.999708042567944,0.999534904324034,0.998138821751082,0.9993381959035892,0.9996115659116622,0.9964944068674,0.9998410913694952,0.9997721849109408,0.9997181925318442,0.996191193504772,0.9996712994637362,0.999705220758566,0.999741940614055,0.9981840392279078,0.999359666829156,0.9965386540737672,0.9996270132483512,0.9996427644940984,0.9976196363606036,0.999799019315613,0.9998495415463972
33,0.9995574528637452,0.9996880100557256,0.9996950227330464,0.9995967390275408,0.9966447788225108,0.9994147373941352,0.9996875978249165,0.9969753720467248,0.9998055320364916,0.999658701170048,0.99983883059078,0.9948814630429462,0.999585127956848,0.9997413289812366,0.9997492891966244,0.9985862902923706,0.9997439516412774,0.9967496386426468,0.999786471760825,0.9995169313118292,0.997147234067664,0.9997435457100696,0.9997554498461356
34,0.9994295522475096,0.999670452415472,0.9998150401053078,0.9995601092136416,0.9962214326265988,0.9994111445444436,0.9993694059896407,0.99638854777964,0.9994178315287376,0.9998409849415292,0.9998706758650382,0.9990114211096022,0.999413688643494,0.9998887239868344,0.9995856382833728,0.997956332016547,0.9951435646836742,0.9959376454508124,0.9995538195775708,0.999417950314697,0.9960478387006776,0.9996293527809084,0.9996679389531524
35,0.9995697149696796,0.9997073819595258,0.9997510179506228,0.9996497894046869,0.9969243682060434,0.9988277389898912,0.9996052625931064,0.996911507818838,0.9989699080543568,0.9998343892384756,0.9997775010689646,0.9984128309166934,0.9997258551911216,0.9998444406971548,0.9996714181076156,0.9979016326643536,0.9927501017171704,0.9979198725613956,0.999663244648687,0.9994321804439864,0.9968411268742784,0.9996855731776824,0.999703988060586
36,0.999564420645646,0.9997131220275032,0.9996716901951992,0.9996163398380412,0.9983488313593218,0.9994591625239432,0.9997454572600292,0.99703387990302,0.9990576696350684,0.999593009768482,0.999777802439555,0.9985437676316076,0.9994600923179072,0.999788101171178,0.999757708258624,0.9990181677874976,0.9975927354532884,0.9979485557273188,0.999880540536658,0.99965139865256,0.9975502964734811,0.9996978941450372,0.9996125170063772
37,0.9994592112998498,0.999830398652074,0.999746860778836,0.9994388590222326,0.9988767958528078,0.9991134019432928,0.999743554110379,0.997444870611447,0.9995173366751084,0.9998591305939344,0.9998699420344148,0.9980706002569084,0.9995167443033064,0.9997956305271608,0.9997081447094236,0.997458738040018,0.999360707545815,0.997965933727755,0.9997249969161563,0.9995346138571292,0.9979680498455332,0.9996049955668096,0.999768773143281
38,0.9995919550174855,0.9998496528676972,0.9998863819545032,0.9996998692732556,0.9985970371003146,0.9995381309824865,0.9996622493768448,0.9978105458515292,0.999165790287956,0.9998943363885698,0.999874663514156,0.9975727812820676,0.9993518982816432,0.999773932751098,0.9997056725393382,0.9971832812832034,0.9970950538620176,0.9983438839912396,0.9999364275973782,0.9994840797809492,0.9976282872374344,0.9997462361457756,0.9998445461797424
39,0.9995513086182592,0.9996837520901926,0.999731832592543,0.9995770183279404,0.999761160842604,0.9995751467558152,0.9997974426403828,0.9978582856092444,0.9987778219384218,0.9998367925641998,0.9998113890463792,0.9959829725175736,0.9992598700194844,0.9997788273793292,0.9998660893084454,0.9975507946603804,0.9991352876006068,0.9989212733733078,0.9998020563878744,0.9995181063171216,0.9976250291071992,0.9996256325448928,0.9999020139828332
40,0.9995691150468085,0.9997494594912524,0.999740680671474,0.9997765880306654,0.999609390927556,0.9993090837927966,0.9998136711588008,0.9981594322758204,0.9988374464854938,0.9997587911424928,0.9997606569067412,0.9965967405812326,0.9995317126168586,0.9998332160906416,0.9998384077851348,0.997675462778389,0.9986971737804268,0.998880061826465,0.9999033985861748,0.9997196376082168,0.9967836086537698,0.9997824136879564,0.9997941299961344
41,0.9992820475907052,0.9997009419054768,0.999683720786178,0.999758059737298,0.9997183549823782,0.9992535483808132,0.9998675914961372,0.997285414498451,0.997894565016892,0.9997435269467316,0.9998330939191554,0.9976993381323424,0.9994538702073944,0.9999382029526576,0.9998012224051026,0.9970655111169368,0.9976927478367356,0.9986015686397726,0.9998408515443056,0.9996835448451404,0.99408362768733,0.9997384271699544,0.9998210437200769
42,0.999596188881438,0.9996645785379789,0.9997639187745638,0.9996501053146444,0.9994993355799768,0.9994746992947602,0.999873342988128,0.9985210632096612,0.9983424791672822,0.9998758144221328,0.9999158850734768,0.9974003649490434,0.9994313917356268,0.9998205969156522,0.9997076522431568,0.99674483279862,0.9986917163750064,0.9979560853739864,0.9998104760931292,0.9995520568204844,0.9911149895139428,0.9997101719393472,0.9998984426033712
43,0.999406867575422,0.9997335131010388,0.9998598441840584,0.9996410247750036,0.9993585024930898,0.9994386265595062,0.9998762859319228,0.9987948652809324,0.9991262923888724,0.9997887381975308,0.9999143476369604,0.994020357683254,0.9994227162754242,0.9999114596216064,0.9996794968190348,0.9962608361561248,0.9994601689337236,0.9950522347112468,0.999871885218481,0.999471951387331,0.995090380809586,0.9996999763647838,0.9997966049265118
44,0.9995042570017966,0.9998038345794732,0.9997887070355356,0.9996048523123108,0.9982433338239352,0.9995565348965536,0.99975560073832,0.99883658909872,0.9987869429974155,0.9999186182676608,0.9999259115886472,0.991436487752712,0.9996044225102424,0.9998958051624912,0.9997670882768304,0.9956001802039895,0.9996466210796916,0.9953595761928936,0.999664882618314,0.99909882638233,0.9939910888980704,0.999756979088879,0.9998375655888913
45,0.9996053794179596,0.9998597461079832,0.9996194774682648,0.9998163068810096,0.998737845000056,0.9996251124538374,0.99987281050195,0.998561420876688,0.9992281123546224,0.9998275435285104,0.9999283424923776,0.9888285734644384,0.9997076594694878,0.9998142936452078,0.9997209012482337,0.996582647133044,0.99965627789487,0.9987651455222596,0.9997755698906432,0.9993100848140362,0.9943761331945614,0.9997712973976473,0.999714880148581
46,0.9996718371970378,0.999740149540575,0.9973298503413228,0.9995436628339828,0.9996720822482992,0.9993991973215346,0.9998386756648896,0.999133249231708,0.9992851067411482,0.9998963693580016,0.999714405107912,0.9892699144983192,0.9995153593656272,0.999900208854948,0.9996901238653504,0.996438867285865,0.99975217873627,0.9990673896135116,0.9998812783697864,0.999396362146055,0.9952635915771828,0.9997910606910096,0.9998646716068188
47,0.9995850512934348,0.9995240192137868,0.999031891835792,0.9997634581905755,0.9996267564257142,0.9997139340687284,0.99995131722006,0.9987255478758184,0.9994753605900148,0.999514214317276,0.9998963642677532,0.995781885001587,0.9995379599480234,0.9999399106054808,0.9997540335291673,0.9965948626727528,0.9995440329791232,0.9988914516896248,0.9998187710851544,0.9987657992951624,0.9954550303850768,0.9997626174891888,0.9998153847263804
48,0.9992781709361102,0.9996698727676862,0.9990452524383836,0.99981150155163,0.9995142000078012,0.9996829307526972,0.9999384666245078,0.9989300061854584,0.9986982593647062,0.9998585708333422,0.9998522472588958,0.9945089720541928,0.9996367468004936,0.9999619159545317,0.9998733369526788,0.997671238492464,0.9997805383747558,0.9991943543251652,0.9995984539746866,0.9993537434297848,0.9929849760278012,0.9998029151944446,0.9997914334976072
49,0.999558299622121,0.999809121744004,0.9992697802042764,0.999772661013664,0.9991445470101604,0.9997253848459908,0.999895230327669,0.9993068892799264,0.9989818014111104,0.9997392860345152,0.999737078856292,0.9956603631306364,0.9995543391388676,0.999860098382078,0.9997366166494808,0.9984539534661718,0.9943344386289772,0.9992711510128752,0.9998335173280228,0.9989764387823448,0.9925221973998818,0.9997643610268608,0.9998948110301312
50,0.999720630338484,0.9998853312118172,0.9985823249372884,0.9998482899616844,0.9983490510699664,0.9997198814718072,0.9999259066914806,0.9995944195037392,0.9990680031176394,0.9998178600663654,0.9997655016190458,0.9968120049677526,0.999427671428864,0.9999374366061152,0.9997293941825114,0.9969586039201562,0.9993370526369062,0.9996075687373122,0.9998398507467884,0.9969994337083988,0.9948698883762012,0.9997555949560418,0.9997374378541672
51,0.9996577038931486,0.999796354456837,0.9991793807152268,0.999765765884887,0.9982506197279378,0.9994366063002168,0.999979386833628,0.9997128813885696,0.9984728875511568,0.9998536225046708,0.9997366789795404,0.9974721589028622,0.9993641581016852,0.9999099345231844,0.9998078386647864,0.998247076611156,0.9939588121551528,0.9995465571440036,0.9996842262487474,0.996281824172742,0.9947696817342884,0.9997969424485244,0.9998765740016384
52,0.9995914595906652,0.9997690412968628,0.9985803268179906,0.999672847906614,0.9989664593851614,0.9996250547421353,0.9999003036326158,0.9993874218800626,0.9976738644155024,0.9997507832665444,0.9998701834663068,0.997567023470444,0.9996203673694248,0.9999214819192233,0.9997570099848128,0.9972386834245466,0.9959917965447564,0.9991798953055442,0.9997528997430108,0.993140429903642,0.9904857517502118,0.9997482589712872,0.999910582067591
53,0.999589872160476,0.9997922644284511,0.9996054547927016,0.9994469394440528,0.9991323340435782,0.9995290974695488,0.9998768221955888,0.999548608008088,0.9989024072898354,0.9997579628625236,0.9998960607194136,0.9969041744248748,0.999240852071338,0.9998826740721628,0.9998438976361737,0.9976912541131095,0.9985683656136168,0.9994522634472676,0.9998289454710432,0.9907723533660144,0.9920525950086316,0.9998505212312506,0.9997832048295
54,0.9996794898835708,0.9997269702521936,0.9995485923214584,0.9996775590293528,0.9989930055348212,0.9988435766037465,0.9997404237513806,0.9994730383834162,0.9951320834397764,0.9998029813315348,0.9999103846209998,0.9954277211135244,0.9993388891639092,0.9992335999146528,0.9997572561819388,0.9980042265745253,0.9949336614281332,0.9990781143335324,0.999805197485531,0.9884132639564474,0.9918924199193212,0.9997591829694638,0.9998145290042908
55,0.9996779632628996,0.9997579198145676,0.9998308749703342,0.9997089541148776,0.9993051084959832,0.9996606868672496,0.9996694131269748,0.9996410137519092,0.999428453221646,0.9993545077659064,0.9998729893285256,0.9940967556716924,0.9995029548878794,0.999609744992888,0.9997389843739158,0.9975912725845903,0.9907956994262784,0.998802195048968,0.999694515130031,0.9870259567697364,0.9911404290071748,0.9997521125782618,0.9998461880022024
56,0.9996259896615834,0.999853911285976,0.998302468953928,0.9996697044259636,0.9983380650338848,0.9980637904561264,0.9996857250850786,0.9995219255507584,0.99994011857081,0.9996814685257948,0.9998297839816916,0.9900439871117518,0.9995390559703664,0.9968941848029346,0.9998143741291208,0.9983096692782452,0.9993206242139038,0.9993620040482002,0.9998148796766072,0.9853498392089948,0.990802241773606,0.999931265367386,0.9997049124677178
57,0.9995910817397132,0.9997154348431496,0.9992008014441796,0.9995557527533752,0.9987269088315044,0.9983818441397494,0.9991185808158684,0.9997031358858948,0.99985078161549,0.999668517350394,0.999951517184656,0.9894396864127222,0.999054711455877,0.9969310007624824,0.9997954069964872,0.9981718358947226,0.9939217777228088,0.9987856719830136,0.9997652297133452,0.9832018408243424,0.9919269996806463,0.9998381511682628,0.9997770354594956
58,0.9993735268686448,0.9998102198025874,0.9996882899003942,0.9996672685335378,0.997858713596972,0.9997909767928456,0.997834343942958,0.9994802586464432,0.999828265316797,0.999800437168052,0.9998985839239776,0.993736402521582,0.999672429989754,0.9973212755947368,0.9998549423333112,0.9976387251484976,0.991656405642344,0.9989254264128716,0.9996699624201514,0.9819316177452184,0.9936651919312096,0.9997567439639358,0.9995569639673524
59,0.9995907004845384,0.9997746709876044,0.9995765032581336,0.9996879916187972,0.9967844604911992,0.9988163915814152,0.9982895113214828,0.9997283016611314,0.9997504512165244,0.9997531056012684,0.999642780683426,0.9932770448768578,0.9994275572674152,0.9980425154081508,0.9997776086089152,0.9975498426004296,0.9990058215226396,0.9991214319301708,0.999840959247203,0.9821497644016391,0.9943076184978946,0.999797213222854,0.9997643021960352
60,0.9935387156857076,0.9858052493735704,0.9853267479382564,0.9874717169954136,0.9845437864651112,0.9837099638227786,0.9807674140903904,0.990145317553271,0.9847604565311088,0.9935548383535848,0.98447903307407,0.9803587007115712,0.9914190622220092,0.9806350624931184,0.9918708531194826,0.9766792697599178,0.9769603955496264,0.9860395371971136,0.9890463047515128,0.9694861903267822,0.9827894716312012,0.9898578358144802,0.9868315778319872
61,0.9997894728069392,0.9997000484153514,0.9998784192132452,0.99947063625165,0.9986248658472628,0.9996891237336908,0.9998890007702278,0.99977519688905,0.9997922121726424,0.9996641521393976,0.9998320987683766,0.9914076573031784,0.999688781143584,0.9972841477332716,0.9998275008034936,0.9986842433895632,0.9997573138180428,0.9995020228503666,0.9996888751615328,0.9821860286053504,0.995029543205762,0.9997937263274892,0.9994861154073188
62,0.999691579910699,0.999739263289498,0.9997791595449094,0.9994349002626304,0.9984760579282482,0.9975706165498232,0.9996504442296388,0.9995348664739816,0.9998545437551276,0.9997000150568132,0.9998089411387722,0.9936992399253128,0.999733764840325,0.998727445345546,0.999831918841394,0.9975093007521642,0.9927072330625611,0.9993283746050734,0.9996778852960538,0.9815791211483332,0.9921184317152656,0.9997944894715576,0.999579920667836
63,0.9995954449452344,0.9997589922954194,0.9997990221362656,0.9995550819643176,0.9970566182280484,0.9981528815662376,0.9996781236332982,0.9996156605766794,0.9998073027663332,0.9998169447643837,0.9997647235109332,0.9928014823520582,0.9995980166446182,0.9963313664330088,0.999716582804879,0.9967231638198796,0.994586250389606,0.9997063981001624,0.999797951820904,0.9824128867537544,0.9927502866875828,0.9998240775114974,0.9995422423252904
